"Feature ID"	"Expression values"	"Gene length"	"Unique gene reads"	"Total gene reads"	"RPKM"	"Chromosome region start"	"Chromosome region end"
MT0517	48.497	933	777	777	48.497	588745	589677
MT0518	21.276	843	308	308	21.276	589693	590535
MT0519	22.469	876	338	338	22.469	590551	591426
proC	32.265	888	492	492	32.265	591451	592338
MT0521	162.415	237	661	661	162.415	592479	592715
MT0522	85.471	1131	1660	1660	85.471	593022	594152
MT0523	181.135	1077	3350	3350	181.135	594159	595235
cma2	78.606	969	1308	1308	78.606	595239	596207
MT0525	33.165	597	339	340	33.165	596107	596703
MT0526	79.278	927	1262	1262	79.278	596831	597757
MT0527	48.262	438	363	363	48.262	598132	598569
MT0528	22.697	2907	1133	1133	22.697	598566	601472
MT0529	32.484	294	164	164	32.484	601465	601758
hemA	274.199	1407	6625	6625	274.199	601808	603214
hemC	352.937	939	5691	5691	352.937	603215	604153
MT0532	351.415	1707	10301	10301	351.415	604177	605883
hemB	223.582	990	3801	3801	223.582	605969	606958
MT0534	208.326	549	1964	1964	208.326	606971	607519
MT0535	150.243	300	774	774	150.243	607516	607815
MT0536	195.056	1605	598	5376	195.056	607825	609429
MT0537	215.343	480	1775	1775	215.343	609426	609905
MT0538	18.278	1233	387	387	18.278	610191	611423
MT0539	13.303	696	159	159	13.303	611555	612250
MT0540	36.832	117	74	74	36.832	612302	612418
MT0541	67.972	903	1054	1054	67.972	612539	613441
MT0542	7.964	351	48	48	7.964	613622	613972
MT0543	4.758	306	25	25	4.758	613965	614270
MT0544	27.31	1305	612	612	27.31	614405	615709
MT0545	9.49	405	66	66	9.49	615693	616097
hemL	119.821	1389	2858	2858	119.821	616202	617590
MT0547	87.972	609	920	920	87.972	617590	618198
MT0548	151.264	651	1691	1691	151.264	618213	618863
MT0549	135.804	780	1819	1819	135.804	618860	619639
MT0550	118.482	1590	3235	3235	118.482	619672	621261
MT0551	77.884	975	1304	1304	77.884	621258	622232
MT0552	84.817	1218	1774	1774	84.817	622274	623491
MT0553	120.062	162	334	334	120.062	623488	623649
MT0554	38.639	318	211	211	38.639	623696	624013
MT0555	36.277	183	114	114	36.277	623985	624167
MT0556	24.334	1869	781	781	24.334	624160	626028
fabH	38.765	1008	670	671	38.765	625924	626931
menA	14.045	879	212	212	14.045	627013	627891
mtaP	13.041	777	174	174	13.041	627926	628702
MT0560	14.88	1041	266	266	14.88	628699	629739
MT0562	63.432	1434	1562	1562	63.432	629749	631182
MT0563	52.152	1647	1475	1475	52.152	631491	633137
MT0564	73.745	657	832	832	73.745	633170	633826
MT0565	13.093	636	143	143	13.093	633850	634485
MT0566	33.793	1482	860	860	33.793	634375	635856
menE	68.822	1089	1287	1287	68.822	635868	636956
MT0568	137.643	528	1248	1248	137.643	636909	637436
MT0569	97.891	279	469	469	97.891	637387	637665
MT0570	279.141	1254	6011	6011	279.141	637662	638915
MT0571	29.343	387	195	195	29.343	639035	639421
MT0572	19.148	885	291	291	19.148	639484	640368
menB	35.248	945	572	572	35.248	640464	641408
MT0573.1	6.039	135	14	14	6.039	641424	641558
MT0574	22.224	414	158	158	22.224	641680	642093
MT0575	14.831	267	68	68	14.831	642090	642356
MT0576	5.226	156	14	14	5.226	642340	642495
MT0577	29.965	1716	883	883	29.965	642548	644263
MT0578	22.189	1719	655	655	22.189	644227	645945
MT0579	14.781	981	249	249	14.781	645942	646922
MT0580	20.74	789	281	281	20.74	646919	647707
menD	87.088	1665	2490	2490	87.088	647750	649414
MT0582	66.472	516	589	589	66.472	649411	649926
MT0583	48.409	1227	1020	1020	48.409	649898	651124
ubiE	65.337	705	791	791	65.337	651141	651845
MT0585	239.462	339	1394	1394	239.462	651859	652197
MT0586	19.892	726	248	248	19.892	652231	652956
MT0587	13.906	1227	293	293	13.906	652981	654207
MT0588	101.505	1008	1757	1757	101.505	654223	655230
htpX	221.64	861	3277	3277	221.64	655331	656191
gpsA (NC_002755 656375..657401)	37.971	1026	669	669	37.971	656376	657401
MT0591	11.639	1461	292	292	11.639	657462	658922
MT0592	19.056	492	161	161	19.056	659000	659491
MTt05	0.693	84	1	1	0.693	659561	659644
tcmO	23.681	1023	416	416	23.681	659770	660792
MT0594	92.665	1419	2258	2258	92.665	660902	662320
MT0595	44.574	405	310	310	44.574	662317	662721
MT0596	11.103	2208	421	421	11.103	662618	664825
MT0597	9.405	1356	219	219	9.405	664938	666293
MT0598	8.522	123	18	18	8.522	666374	666496
MT0599	6.13	342	36	36	6.13	666493	666834
MT0600	2.08	168	6	6	2.08	666885	667052
MT0601	3.723	1392	89	89	3.723	667302	668693
MT0602	5.757	1143	113	113	5.757	668703	669845
MT0603	11.647	105	21	21	11.647	669938	670042
MT0604	36.876	1167	739	739	36.876	670030	671196
MT0605	49.016	1314	1106	1106	49.016	671290	672603
dnrV	87.424	792	1189	1189	87.424	672611	673402
MT0607	109.918	3921	7401	7401	109.918	673447	677367
MT0608	211.704	480	1743	1745	211.704	677282	677761
MT0608.1	51.19	711	625	625	51.19	677737	678447
MT0609	37.213	579	370	370	37.213	678576	679154
MT0610	33.714	627	363	363	33.714	679178	679804
MT0611	44.841	687	529	529	44.841	679840	680526
MT0612	5.748	2634	260	260	5.748	680680	683313
MT0613	12.137	1569	327	327	12.137	683336	684904
MT0614	6.407	609	67	67	6.407	685182	685790
MT0615	61.133	723	759	759	61.133	685859	686581
MT0616	59.766	798	819	819	59.766	686578	687375
MT0617	55.414	888	845	845	55.414	687377	688264
mce-2	42.177	1215	880	880	42.177	688270	689484
MT0619	37.879	864	562	562	37.879	689445	690308
MT0620	12.103	255	53	53	12.103	690257	690511
MT0621	7.219	1323	164	164	7.219	690496	691818
MT0622	5.949	1527	156	156	5.949	691949	693475
MT0623	11.945	1209	248	248	11.945	693472	694680
MT0624	10.712	1620	298	298	10.712	694616	696235
MT0625	15.735	396	107	107	15.735	696287	696682
MT0626	9.706	258	43	43	9.706	696676	696933
MT0627	75.807	1236	1609	1609	75.807	697116	698351
MT0628	78.067	414	555	555	78.067	698602	699015
MT0629	53.601	264	243	243	53.601	699012	699275
MT0630	4.878	1134	95	95	4.878	699352	700485
tcrA	3.053	744	39	39	3.053	700486	701229
MT0632	19.84	951	324	324	19.84	701687	702637
MT0633	62.345	609	652	652	62.345	702854	703462
MT0635	61.705	822	871	871	61.705	703386	704207
MT0636	14.558	444	111	111	14.558	704245	704688
MT0637	133.275	246	563	563	133.275	704690	704935
MT0638	126.173	402	871	871	126.173	704932	705333
MT0638.1	80.992	174	242	242	80.992	705330	705503
MT0639	17.158	336	99	99	17.158	705870	706205
MT0640	22.982	1158	457	457	22.982	706198	707355
MT0641	98.573	384	650	650	98.573	707407	707790
MT0642	8.649	606	90	90	8.649	707770	708375
MT0643	41.906	2568	1848	1848	41.906	708394	710961
MT0644	2.606	894	40	40	2.606	710901	711794
MT0645	81.438	261	365	365	81.438	711773	712033
MT0645.1	25.633	234	103	103	25.633	712030	712263
MT0645.2	126.428	228	495	495	126.428	712228	712455
MT0646	57.22	402	395	395	57.22	712452	712853
MT0647	9.935	1184	202	202	9.935	712982	714165
galK	2.08	1092	39	39	2.08	714162	715253
MT0649	10.608	1065	194	194	10.608	715648	716712
MT0650	4.106	1092	77	77	4.106	716672	717763
MT0651	88.607	255	388	388	88.607	717856	718110
MT0652	34.264	396	233	233	34.264	718110	718505
MT0653	16.42	837	236	236	16.42	718599	719435
MT0654	80.545	261	361	361	80.545	719471	719731
MT0655	59.763	495	506	508	59.763	719653	720147
MT0656	42.31	1152	837	837	42.31	720207	721358
recD	30.326	1686	878	878	30.326	721451	723136
recB	14.075	3285	794	794	14.075	723175	726459
recC	5.445	3294	308	308	5.445	726459	729752
MT0660	119.814	696	1432	1432	119.814	730028	730723
MT0661	23.74	861	351	351	23.74	730772	731632
MT0662	40.943	714	502	502	40.943	731765	732478
MT0662.1	109.535	252	474	474	109.535	732558	732809
MTt06	9.573	73	12	12	9.573	732939	733011
MTt07	14.369	77	19	19	14.369	733048	733124
rpmG (NC_002755 733156..733324)	68.979	168	199	199	68.979	733157	733324
MT0664	117.81	477	965	965	117.81	733375	733851
MT0665	128.82	429	949	949	128.82	733838	734266
MT0666	113.91	501	980	980	113.91	734270	734770
MTt08	38.291	73	48	48	38.291	734969	735041
secE	276.79	486	2310	2310	276.79	735182	735667
nusG	352.245	717	4337	4337	352.245	735699	736415
rplK	294.155	429	2167	2167	294.155	736467	736895
rplA	440.289	708	5353	5353	440.289	736962	737669
mma4	203.634	948	3315	3315	203.634	737738	738685
mma3	66.718	906	1038	1038	66.718	738708	739613
mma2	39.372	954	645	645	39.372	739737	740690
mma1	34.64	891	530	530	34.64	740767	741657
estB	76.781	1011	1333	1333	76.781	741674	742684
MT0675	67.642	1467	1703	1704	67.642	742591	744057
MT0676	11.53	4197	831	831	11.53	744143	748339
MT0677	8.887	747	114	114	8.887	748264	749010
MT0679	9.738	909	152	152	9.738	749010	749918
rplJ	59.969	537	553	553	59.969	750249	750785
rplL	69.791	393	471	471	69.791	750822	751214
MT0682	46.421	774	617	617	46.421	751207	751980
MT0683	20.301	1506	525	525	20.301	751973	753478
MT0684	281.837	1011	4893	4893	281.837	753559	754569
MT0685	18.805	384	124	124	18.805	754957	755340
MT0686	32.85	156	88	88	32.85	755435	755590
MT0687	36.223	717	446	446	36.223	755666	756382
MT0688	314.914	309	1671	1671	314.914	756658	756966
MT0689	470.029	252	2034	2034	470.029	756953	757204
MT0690	2.393	438	18	18	2.393	757308	757745
MT0691	7.337	381	48	48	7.337	757742	758122
MT0692	32.615	2364	1324	1324	32.615	758110	760473
MT0692.1	9.617	327	54	54	9.617	760536	760862
MT0693	4.466	339	26	26	4.466	760774	761112
MT0694	6.05	231	24	24	6.05	761267	761497
rpoB	614.112	3537	37300	37300	614.112	761762	765298
rpoC	532.46	3951	36126	36126	532.46	765343	769293
MT0697	89.602	375	577	577	89.602	769290	769664
MT0698	34.302	1915	1128	1128	34.302	769657	771571
MT0699	72.888	759	950	950	72.888	771766	772524
MT0700	39.375	843	570	570	39.375	772556	773398
MT0701	92.945	1629	2600	2600	92.945	773458	775086
MT0702	66.978	939	1080	1080	66.978	775097	776035
MT0703	54.287	723	674	674	54.287	776038	776760
MT0704	38.455	792	523	523	38.455	776757	777548
MT0705	88.728	2895	4411	4411	88.728	777560	780454
MT0706	122.44	429	902	902	122.44	780451	780879
MT0706.1	66.302	498	567	567	66.302	780964	781461
MT0707	55.778	498	477	477	55.778	781517	782014
MT0708	55.904	375	360	360	55.904	782016	782390
MT0709	76.67	657	865	865	76.67	782629	783285
rpsL	228.897	375	1474	1474	228.897	783534	783908
rpsG	190.156	471	1538	1538	190.156	783908	784378
fusA-2	268.494	2106	9710	9710	268.494	784459	786564
tuf	605.708	1191	12388	12388	605.708	786795	787985
MT0714	80.126	798	1098	1098	80.126	788123	788920
fabG (NC_002755 789072..789900)	46.348	828	659	659	46.348	789073	789900
MT0716	36.056	1221	756	756	36.056	789914	791134
MT0717	7.536	255	33	33	7.536	791131	791385
MT0717.1	18.356	276	87	87	18.356	791498	791773
MT0718	74.484	1050	1343	1343	74.484	791998	793047
MT0719	69.939	597	717	717	69.939	793044	793640
MT0719.1	472.956	189	1535	1535	472.956	793632	793820
MT0719.2	567.032	312	3038	3038	567.032	793823	794134
MT0720	558.568	1176	11280	11280	558.568	794131	795306
MT0721	572.446	1260	12386	12386	572.446	795309	796568
MT0722	287.317	756	3730	3730	287.317	796688	797443
MT0723	126.523	1413	3070	3070	126.523	797492	798904
MT0724	34.253	1440	847	847	34.253	798906	800345
MT0724.1	13.417	204	47	47	13.417	800335	800538
MT0725	31.176	99	53	53	31.176	800672	800770
MT0726	6.021	648	67	67	6.021	801133	801780
MT0726.1	524.703	291	2622	2622	524.703	802077	802367
rpsJ	791.293	306	4158	4158	791.293	802460	802765
rplC	691.146	654	7762	7762	691.146	802782	803435
rplD	619.773	672	7152	7152	619.773	803435	804106
rplW	449.341	303	2338	2338	449.341	804106	804408
rplB	568.037	843	8223	8223	568.037	804717	805559
rpsS	667.209	282	3231	3231	667.209	805600	805881
rplV	315.383	594	3217	3217	315.383	805878	806471
rpsC	386.107	825	5470	5470	386.107	806471	807295
rplP	355.686	417	2547	2547	355.686	807299	807715
rpmC	605.481	234	2433	2433	605.481	807715	807948
rpsQ	506.262	408	3547	3547	506.262	807948	808355
atsA	163.51	2274	6385	6385	163.51	808614	810887
MT0739	96.021	900	1484	1484	96.021	810935	811834
MT0740	28.746	942	465	465	28.746	812135	813076
MT0740.1	8.382	132	19	19	8.382	813244	813375
rplN	153.396	369	972	972	153.396	813562	813930
rplX	213.157	318	1164	1164	213.157	813931	814248
rplE	199.068	564	1928	1928	199.068	814248	814811
rpsN (NC_002755 814815..815001)	144.958	186	463	463	144.958	814816	815001
rpsH	244.611	399	1676	1676	244.611	815166	815564
rplF	283.188	540	2626	2626	283.188	815588	816127
rplR	141.244	369	895	895	141.244	816130	816498
rpsE	338.95	663	3859	3859	338.95	816518	817180
rpmD	334.697	198	1138	1138	334.697	817183	817380
rplO	457.154	441	3462	3462	457.154	817380	817820
sppA	171.43	1620	4769	4769	171.43	818105	819724
MT0750	23.525	906	366	366	23.525	819729	820634
MT0751	49.478	1104	938	938	49.478	820727	821830
MT0752	27.832	657	314	314	27.832	822033	822689
MT0753	12.05	981	203	203	12.05	822686	823666
MT0754	9.208	1347	213	213	9.208	823697	825043
MT0755	63.426	729	794	794	63.426	825056	825784
MT0756	15.091	957	248	248	15.091	825873	826829
secY	68.862	1326	1568	1568	68.862	826990	828315
adk	101.216	546	949	949	101.216	828312	828857
map-1	59.47	801	818	818	59.47	828860	829660
sigL	12.541	534	115	115	12.541	829733	830266
MT0760	8.662	753	112	112	8.662	830330	831082
MT0761	3.281	213	12	12	3.281	831137	831349
MT0762	9.121	498	78	78	9.121	831397	831894
MT0762.1	3.554	213	13	13	3.554	831891	832103
MT0763	47.52	549	448	448	47.52	832252	832800
MT0764	56.574	807	784	784	56.574	833045	833851
MT0765	32.04	249	137	137	32.04	833885	834133
MT0766	28.876	363	153	180	28.876	834130	834492
MT0767	53.982	315	292	292	53.982	834723	835037
MT0768	10.772	519	96	96	10.772	835179	835697
MT0768.1	4.13	141	10	10	4.13	835866	836006
MT0769	17.95	558	172	172	17.95	836075	836632
MT0770	17.578	540	163	163	17.578	836629	837168
MT0771	4.754	147	12	12	4.754	837248	837394
MT0772	2.537	528	23	23	2.537	837343	837870
MT0772.1	14.261	2352	576	576	14.261	837890	840241
MT0772.2	6.231	243	26	26	6.231	840318	840560
MT0772.5	33.883	2358	1372	1372	33.883	840640	842997
MT0772.6	99.237	267	455	455	99.237	843079	843345
MT0773	18.461	429	136	136	18.461	843369	843797
MT0773.1	13.925	138	33	33	13.925	843878	844015
MT0774	1022.109	270	3669	4739	1022.109	844150	844419
mmsB	50.667	885	770	770	50.667	844488	845372
MT0776	11.766	1173	237	237	11.766	845383	846555
mmsA	12.194	1533	321	321	12.194	846562	848094
MT0778	14.401	1755	434	434	14.401	848300	850054
MT0779	33.302	1941	1110	1110	33.302	850244	852184
MT0780	48.258	216	179	179	48.258	852483	852698
MTt09	1.553	75	2	2	1.553	852780	852854
MT0781	55.826	774	742	742	55.826	852868	853641
MT0782	89.002	723	1105	1105	89.002	853770	854492
MT0783	50.126	1458	1255	1255	50.126	854537	855994
MT0784	44.182	402	305	305	44.182	855966	856367
MT0785	33.554	420	242	242	33.554	856407	856826
MT0786	49.971	1029	883	883	49.971	856839	857867
MT0787	16.105	546	151	151	16.105	858065	858610
MT0787.1	9.346	243	39	39	9.346	858613	858855
MT0788	15.074	1356	351	351	15.074	858822	860177
MT0789	13.574	828	193	193	13.574	860177	861004
MT0790	13.053	1209	271	271	13.053	861004	862212
MT0791	11.157	642	123	123	11.157	862209	862850
MT0792	12.32	1470	311	311	12.32	863052	864521
MT0793	12.317	747	158	158	12.317	864552	865298
MT0794	10.296	888	157	157	10.296	865396	866283
MT0795	6.56	435	49	49	6.56	866280	866714
purD	12.482	1269	272	272	12.482	866726	867994
ggt-1	23.611	1539	624	624	23.611	867991	869529
MT0798	54.339	912	851	851	54.339	869580	870491
MT0799	32.85	624	352	352	32.85	870547	871170
MT0800	10.303	780	138	138	10.303	871124	871903
purB	43.131	1419	1051	1051	43.131	872148	873566
MT0802	26.942	1245	576	576	26.942	873571	874815
MT0803	7.322	684	86	86	7.322	874812	875495
hemH (NC_002755 875482..876376)	17.001	894	261	261	17.001	875483	876376
ptrB	36.555	2157	1354	1354	36.555	876376	878532
MT0806	47.436	480	391	391	47.436	878461	878940
MT0807	27.055	1638	761	761	27.055	878960	880597
MT0808	17.123	840	247	247	17.123	880627	881466
MT0809	10.236	1701	299	299	10.236	881482	883182
MT0810	12.303	639	135	135	12.303	883217	883855
MT0811	80.68	729	1010	1010	80.68	883832	884560
MT0812	72.064	240	297	297	72.064	884666	884905
purQ	52.971	675	614	614	52.971	884902	885576
MT0814	33.29	600	343	343	33.29	885593	886192
MT0815	19.891	729	249	249	19.891	886214	886942
MT0816	20.861	1044	374	374	20.861	886939	887982
MT0817	22.606	1932	750	750	22.606	887979	889910
MT0818	4.398	1152	28	87	4.398	890240	891391
MT0819	33.714	798	462	462	33.714	891381	892178
MT0820	28.712	1008	497	497	28.712	892175	893182
MT0821	15.923	1302	356	356	15.923	893227	894528
MT0822	9.839	657	111	111	9.839	894881	895537
purL	46.098	2265	1793	1793	46.098	895729	897993
MT0824	31.243	630	338	338	31.243	897990	898619
icc	157.48	957	2588	2588	157.48	898740	899696
cpsY	23.964	1599	658	658	23.964	899641	901239
MT0827	4.314	108	8	8	4.314	901274	901381
MT0828	10.303	390	69	69	10.303	901544	901933
purF	130.254	1584	3543	3543	130.254	902020	903603
purM	72.061	1095	1355	1355	72.061	903634	904728
MT0831	230.071	183	723	723	230.071	904814	904996
MT0832	51.921	1107	987	987	51.921	905143	906249
dat	22.493	888	343	343	22.493	906314	907201
MT0834	46.005	681	538	538	46.005	907247	907927
MT0835	37.646	99	64	64	37.646	907924	908022
MT0836	69.573	303	0	362	69.573	908090	908392
sseA-1	60.049	834	0	860	60.049	908394	909227
MT0838	13.491	423	98	98	13.491	909520	909942
MT0839	8.38	813	117	117	8.38	909939	910751
MT0840	148.29	807	2055	2055	148.29	910842	911648
MT0841	68.799	948	1120	1120	68.799	911645	912592
pstB-1	76.071	777	1015	1015	76.071	912635	913411
MT0843	324.821	642	3581	3581	324.821	913467	914108
MT0844	122.05	2055	4307	4307	122.05	914166	916220
MT0845	485.529	1170	9755	9755	485.529	916386	917555
MT0846	1393.886	1017	24343	24343	1393.886	917643	918659
MT0847	11.728	720	145	145	11.728	918821	919540
MT0848	169.955	1092	3187	3187	169.955	919507	920598
MT0849	18.536	399	127	127	18.536	920650	921048
MT0850	5.147	396	22	35	5.147	921379	921774
MT0851	43.836	906	682	682	43.836	921879	922784
MT0852	149.517	918	2357	2357	149.517	922803	923720
MTt10	0.766	76	1	1	0.766	923709	923784
MTt11	7.563	77	10	10	7.563	923908	923984
MTt12	1.513	77	2	2	1.513	924019	924095
MTt13	2.269	77	3	3	2.269	924122	924198
MT0853	11.238	171	33	33	11.238	924302	924472
MT0854	28.667	453	223	223	28.667	924821	925273
MT0854.1	14.623	2250	565	565	14.623	925270	927519
MT0855	62.226	2640	2821	2821	62.226	927746	930385
MT0856	22.077	852	323	323	22.077	930646	931497
MT0856.1	11.605	552	110	110	11.605	931478	932029
MT0857	8.419	747	108	108	8.419	932179	932925
MT0858	4.98	1029	88	88	4.98	932903	933931
MT0859	3.389	189	11	11	3.389	934193	934381
vanX	19.244	696	230	230	19.244	934695	935390
MT0861	15.4	813	215	215	15.4	935477	936289
pip	10.145	861	150	150	10.145	936357	937217
MT0863	10.544	243	44	44	10.544	937493	937735
MT0864	42.065	1329	960	960	42.065	937976	939304
MT0865	7.127	1005	123	123	7.127	939288	940292
MT0866	68.61	651	767	767	68.61	940356	941006
MT0867	13.362	1290	296	296	13.362	941078	942367
MT0868	5.823	120	12	12	5.823	942350	942469
MT0869	12.415	1515	323	323	12.415	942580	944094
MT0870	97.615	417	699	699	97.615	944219	944635
MT0871	29.788	1214	621	621	29.788	944742	945955
MT0872	10.685	1259	231	231	10.685	945955	947213
MT0873	9.618	333	55	55	9.618	947210	947542
MT0874	10.088	837	145	145	10.088	947539	948375
MT0875	11.062	837	159	159	11.062	948457	949293
MT0876	14.532	1683	420	420	14.532	949334	951016
MT0877	24.789	444	189	189	24.789	951081	951524
MT0878	17.039	1080	316	316	17.039	951530	952609
MT0879	52.343	435	391	391	52.343	952693	953127
MT0880	52.828	474	430	430	52.828	953155	953628
MT0881	18.046	1194	370	370	18.046	953625	954818
MT0882	773.95	1212	16108	16108	773.95	954975	956186
MT0883	804.852	2163	29895	29895	804.852	956191	958353
MT0884	36.856	1629	1031	1031	36.856	958421	960049
MT0885	13.026	2271	508	508	13.026	960346	962616
MT0886	194.525	282	942	942	194.525	962603	962884
moaC (NC_002755 962893..963397)	199.196	504	1724	1724	199.196	962894	963397
mog	87.17	483	723	723	87.17	963394	963876
moaE-1	76.415	426	559	559	76.415	963873	964298
MT0890	167.279	1224	3516	3516	167.279	964316	965539
MT0891	56.564	279	271	271	56.564	965987	966265
moaA	138.406	1083	2574	2574	138.406	966269	967351
MT0892.1	172.312	390	1154	1154	172.312	967348	967737
MT0893	99.911	408	700	700	99.911	967902	968309
MT0894	206.618	1830	6493	6493	206.618	968428	970257
MT0895	1.213	192	4	4	1.213	970338	970529
MT0896	65.897	1953	2210	2210	65.897	970518	972470
MT0897	30.16	1284	665	665	30.16	972559	973842
MT0898	84.552	489	710	710	84.552	973818	974306
