Gene ID	Gene Name	Value 1	Value 2	log2 (fold change)	Test Statistics	p value	q value
gene1440	PA1415	1.24545	1.62403	0.382904	0	1	1
gene1441	PA1416	0.699826	0.366211	-0.934322	0	1	1
gene1442	PA1417	0	0	0	0	1	1
gene1443	PA1418	0.206959	1.72271	3.05726	0	1	1
gene1444	PA1419	0	0.392573	inf	0	1	1
gene1445	PA1420	1.39749	3.89501	1.47879	0	1	1
gene1446	gbuA	1.61381	0.495434	-1.70371	0	1	1
gene1447	gbuR	0.250441	0.524024	1.06516	0	1	1
gene1448	bdlA	1.96982	1.98219	0.00902857	0	1	1
gene1449	PA1424	0	0	0	0	1	1
gene145	PA0144	0.554214	0	-inf	0	1	1
gene1450	PA1424a	0	0	0	0	1	1
gene1451	PA1425	0	0	0	0	1	1
gene1452	PA1428a	0.976893	3.49883	1.8406	0	1	1
gene1453	PA1428	0	0.883585	inf	0	1	1
gene1454	PA1429	0.537071	0.360593	-0.574743	0	1	1
gene1455	lasR	10.5302	8.61376	-0.289824	-0.203467	0.7276	0.821969
gene1456	rsaL	627.92	209.122	-1.58624	-2.86187	5e-05	0.000698837
gene1457	lasI	62.0684	27.0521	-1.19812	-2.10094	0.0005	0.00500833
gene1458	PA1433	0	0.212338	inf	0	1	1
gene1459	PA1434	0	1.30104	inf	0	1	1
gene146	PA0145	0	0.664487	inf	0	1	1
gene1460	PA1435	0	0	0	0	1	1
gene1461	PA1436	0.085939	0.370894	2.10962	0	1	1
gene1462	PA1437	0	0	0	0	1	1
gene1463	PA1438	0	0	0	0	1	1
gene1464	PA1439	0	0.616636	inf	0	1	1
gene1465	PA1440	2.69599	4.41316	0.710996	0	1	1
gene1466	PA1441	0.390796	0.217543	-0.845115	0	1	1
gene1467	PA1442	0.958719	0	-inf	0	1	1
gene1468	fliM	6.28156	4.36859	-0.523954	0	1	1
gene1469	fliN	2.24419	0.972103	-1.20701	0	1	1
gene147	PA0146	0	0.829739	inf	0	1	1
gene1470	fliO	0	0	0	0	1	1
gene1471	fliP	1.27016	1.53909	0.277072	0	1	1
gene1472	fliQ	0	0	0	0	1	1
gene1473	fliR	0.297726	0	-inf	0	1	1
gene1474	flhB	0.606632	0.630819	0.0564031	0	1	1
gene1475	PA1450	0.167314	0.135862	-0.300421	0	1	1
gene1476	PA1451	0.43086	0.402927	-0.0967003	0	1	1
gene1477	flhA	1.60824	1.84475	0.197944	0	1	1
gene1478	flhF	4.44363	6.01386	0.436555	0	1	1
gene1479	fleN	1.51861	1.14631	-0.405749	0	1	1
gene148	PA0147	0	0.66511	inf	0	1	1
gene1480	fliA	7.04161	9.91268	0.493371	0.574423	0.31695	0.482245
gene1481	cheY	35.5537	20.6	-0.787352	-0.979151	0.09655	0.241777
gene1482	cheZ	11.7921	14.5177	0.3	0.435755	0.44085	0.583234
gene1483	PA1458	2.40783	2.28632	-0.0747056	0	1	1
gene1484	PA1459	0.38854	0.575229	0.566076	0	1	1
gene1485	motC	1.17448	0	-inf	0	1	1
gene1486	motD	0.463885	0	-inf	0	1	1
gene1487	PA1462	0.29207	0	-inf	0	1	1
gene1488	PA1463	0.351027	0	-inf	0	1	1
gene1489	PA1464	8.02835	6.33523	-0.341708	-0.254378	0.7089	0.809582
gene149	PA0148	0.464909	0.865063	0.895857	0	1	1
gene1490	PA1465	0	0	0	0	1	1
gene1491	PA1466	0	0.5736	inf	0	1	1
gene1492	PA1467	0	0.30323	inf	0	1	1
gene1493	PA1468	0	1.93831	inf	0	1	1
gene1494	PA1469	0.326147	0	-inf	0	1	1
gene1495	PA1470	0	0	0	0	1	1
gene1496	PA1471	0	2.99024	inf	0	1	1
gene1497	PA1472	0	0	0	0	1	1
gene1498	PA1473	0	1.47985	inf	0	1	1
gene1499	PA1474	0.33278	0.804973	1.27437	0	1	1
gene15	trkA	1.4019	2.39685	0.77376	0	1	1
gene150	PA0149	0	0	0	0	1	1
gene1500	ccmA	0	0	0	0	1	1
gene1501	ccmB	0	0	0	0	1	1
gene1502	ccmC	2.34872	0.66644	-1.81733	0	1	1
gene1503	PA1478	0	0	0	0	1	1
gene1504	ccmE	7.77617	0.92715	-3.06818	-1.16205	0.21505	0.382382
gene1505	ccmF	0.769278	0.431857	-0.832952	0	1	1
gene1506	ccmG	5.70436	5.22361	-0.127018	0	1	1
gene1507	ccmH	0	0.495649	inf	0	1	1
gene1508	cycH	1.46795	1.42165	-0.0462359	0	1	1
gene1509	PA1483a	0	0	0	0	1	1
gene151	PA0150	0	0	0	0	1	1
gene1510	PA1484	0	0.363204	inf	0	1	1
gene1511	PA1485	0	0	0	0	1	1
gene1512	PA1486	0	0.407192	inf	0	1	1
gene1513	PA1487	0	0.185205	inf	0	1	1
gene1514	PA1488	0	0.226786	inf	0	1	1
gene1515	PA1489	0.326652	0	-inf	0	1	1
gene1516	PA1490	0.552011	0	-inf	0	1	1
gene1517	PA1491	0	0.355501	inf	0	1	1
gene1518	PA1492	0	0	0	0	1	1
gene1519	cysP	6.11199	2.26654	-1.43115	0	1	1
gene152	PA0151	0	0.175504	inf	0	1	1
gene1520	PA1494	0	0.67242	inf	0	1	1
gene1521	PA1495	0	0	0	0	1	1
gene1522	PA1496	0	0	0	0	1	1
gene1523	PA1497	0	0	0	0	1	1
gene1524	pykF	0	0.182561	inf	0	1	1
gene1525	PA1499	0	0	0	0	1	1
gene1526	PA1500	0	0	0	0	1	1
gene1527	PA1501	1.68283	1.89943	0.174672	0	1	1
gene1528	gcl	0	1.30928	inf	0	1	1
gene1529	PA1503	0	0	0	0	1	1
gene153	pcaQ	0.384703	0.370602	-0.0538707	0	1	1
gene1530	PA1504	0	1.78148	inf	0	1	1
gene1531	moaA2	1.64149	1.24164	-0.402753	0	1	1
gene1532	PA1506	0	0	0	0	1	1
gene1533	PA1507	1.13083	0.572964	-0.980863	0	1	1
gene1534	PA1508	0	0	0	0	1	1
gene1535	PA1509	22.776	9.92586	-1.19825	-1.80905	0.00295	0.0206157
gene1536	PA1510	5.50493	2.72005	-1.01709	0	1	1
gene1537	PA1511	0.15558	0.199947	0.361962	0	1	1
gene1538	hcpA	0	0	0	0	1	1
gene1539	PA1513	0.757397	3.26888	2.10968	0	1	1
gene154	pcaH	0.788304	0.690569	-0.190966	0	1	1
gene1540	PA1514	0	0	0	0	1	1
gene1541	alc	0	0.293235	inf	0	1	1
gene1542	PA1516	0	0.670242	inf	0	1	1
gene1543	PA1517	1.14802	1.33982	0.222897	0	1	1
gene1544	PA1518	1.18762	0	-inf	0	1	1
gene1545	PA1519	0	0.330761	inf	0	1	1
gene1546	PA1520	1.2606	1.10836	-0.185675	0	1	1
gene1547	PA1521	0	0	0	0	1	1
gene1548	PA1522	0	0.221195	inf	0	1	1
gene1549	xdhB	0.575896	0.998645	0.794163	0	1	1
gene155	pcaG	0	1.09499	inf	0	1	1
gene1550	xdhA	0.535776	0.303593	-0.819491	0	1	1
gene1551	alkB2	0.986327	0.982632	-0.0054151	0	1	1
gene1552	PA1526	0	1.303	inf	0	1	1
gene1553	PA1527	3.97288	2.71985	-0.546658	0	1	1
gene1554	zipA	24.8322	45.7464	0.881446	1.65677	0.0039	0.0247286
gene1555	lig	0	0.881516	inf	0	1	1
gene1556	PA1530	0	0	0	0	1	1
gene1557	ffs	0.229848	0.292563	0.348067	0	1	1
gene1558	PA1531	2.30942	2.97016	0.363012	0	1	1
gene1559	dnaX	1.08886	0.759907	-0.518927	0	1	1
gene156	pcaR	0.377799	1.13284	1.58425	0	1	1
gene1560	PA1533	104.495	42.4434	-1.29983	-2.00187	0.00245	0.0179567
gene1561	recR	1.57665	0.347183	-2.18309	0	1	1
gene1562	PA1535	0.186042	0.55042	1.56491	0	1	1
gene1563	PA1536	0.911499	0	-inf	0	1	1
gene1564	PA1537	0	0.734799	inf	0	1	1
gene1565	PA1538	0	0.839487	inf	0	1	1
gene1566	PA1539	0.372782	2.41294	2.69439	0	1	1
gene1567	PA1540	0	0	0	0	1	1
gene1568	PA1541	0	1.88589	inf	0	1	1
gene1569	PA1542	0.922388	0.346786	-1.41133	0	1	1
gene157	PA0156	0.710679	0.880154	0.308559	0	1	1
gene1570	apt	0	0	0	0	1	1
gene1571	anr	5.95433	3.74724	-0.668113	0	1	1
gene1572	PA1545	83.5152	91.77	0.135983	0.25514	0.65125	0.770517
gene1573	hemN	8.30355	8.42582	0.0210903	0.033437	0.96395	0.968786
gene1574	PA1547	0	0.288476	inf	0	1	1
gene1575	PA1548	0	0	0	0	1	1
gene1576	PA1549	0.673809	0.808229	0.262423	0	1	1
gene1577	PA1550	11.1725	2.45467	-2.18635	-1.21413	0.07535	0.19862
gene1578	PA1551	9.28703	11.3111	0.284454	0.482656	0.40755	0.561736
gene1579	ccoP1	7.3732	3.54743	-1.05552	-1.08761	0.0652	0.178115
gene158	PA0157	0	0.164402	inf	0	1	1
gene1580	ccoQ1	0	0	0	0	1	1
gene1581	ccoO1	3.12423	2.7686	-0.174344	0	1	1
gene1582	ccoN1	3.16995	3.21703	0.0212731	0	1	1
gene1583	ccoP2	16.7355	5.37344	-1.63899	-2.09732	0.0037	0.0247078
gene1584	ccoQ2	18.9854	13.91	-0.448772	-0.21727	0.76725	0.845363
gene1585	ccoO2	12.123	3.7474	-1.69378	-1.27804	0.0486	0.148267
gene1586	ccoN2	14.3183	4.55088	-1.65364	-2.45509	0.00045	0.0045839
gene1587	PA1558	0	0.320248	inf	0	1	1
gene1589	aer	13.154	16.1709	0.297904	0.550576	0.34235	0.495789
gene159	PA0158	0.819899	0.449536	-0.867009	0	1	1
gene1590	acnA	2.82851	5.92392	1.06651	0	1	1
gene1591	PA1563	0.375534	0.699705	0.897803	0	1	1
gene1592	PA1564	0	1.70967	inf	0	1	1
gene1593	PA1565	0	1.04165	inf	0	1	1
gene1594	PA1566	0	0	0	0	1	1
gene1595	PA1567	1.01978	0.967406	-0.0760624	0	1	1
gene1596	PA1568	0	1.24491	inf	0	1	1
gene1597	PA1569	0.210581	0	-inf	0	1	1
gene1598	PA1570	0	2.41684	inf	0	1	1
gene1599	PA1571	0	3.31857	inf	0	1	1
gene16	PA0017	0.810124	0.521875	-0.634437	0	1	1
gene160	PA0159	0.236023	0.509082	1.10897	0	1	1
gene1600	PA1572	1.99969	2.63281	0.396828	0	1	1
gene1601	PA1573	0	1.66125	inf	0	1	1
gene1602	PA1574	0	0	0	0	1	1
gene1603	PA1575	2.92266	2.19601	-0.4124	0	1	1
gene1604	PA1576	0.259969	0.876185	1.7529	0	1	1
gene1605	PA1577	3.86543	2.16329	-0.837403	0	1	1
gene1606	PA1578	0.30817	0	-inf	0	1	1
gene1607	PA1578a	2.64768	0	-inf	0	1	1
gene1608	PA1579	9.36496	7.37877	-0.343892	-0.363617	0.5272	0.658726
gene1609	gltA	5.21954	5.41369	0.052688	0	1	1
gene161	PA0160	9.25315	9.03638	-0.0341991	0	1	1
gene1610	sdhC	49.4142	48.7297	-0.020124	-0.0297397	0.9682	0.969814
gene1611	sdhD	8.49661	16.4855	0.956242	0.617896	0.3134	0.480035
gene1612	sdhA	10.8454	13.0671	0.268848	0.492852	0.3933	0.54843
gene1613	sdhB	252.039	134.811	-0.902714	-1.85065	0.00135	0.0114275
gene1614	sucA	8.42561	5.88321	-0.518176	-0.95005	0.1018	0.248707
gene1615	sucB	15.8252	11.8496	-0.417383	-0.729417	0.20665	0.376669
gene1616	lpdG	1.7091	1.87235	0.131612	0	1	1
gene1617	sucC	29.0246	22.7275	-0.352842	-0.593226	0.3045	0.472534
gene1618	sucD	13.3858	8.14652	-0.716449	-0.571893	0.34075	0.494664
gene1619	braB	0.638012	0.936508	0.553708	0	1	1
gene162	opdC	0.599352	0.985493	0.717441	0	1	1
gene1620	PA1591	0.563275	1.18848	1.07721	0	1	1
gene1621	PA1592	8.33205	12.8285	0.622611	0.479385	0.30585	0.472534
gene1622	PA1593	0	0	0	0	1	1
gene1623	PA1594	0.911387	0	-inf	0	1	1
gene1624	PA1595	0	0	0	0	1	1
gene1625	htpG	8.62707	61.2625	2.82806	5.19305	5e-05	0.000698837
gene1626	PA1597	0	0	0	0	1	1
gene1627	PA1598	0	0.454627	inf	0	1	1
gene1628	PA1599	0	0.377502	inf	0	1	1
gene1629	PA1600	0	0.334727	inf	0	1	1
gene163	PA0163	0	0.236019	inf	0	1	1
gene1630	PA1601	0.370017	0.338168	-0.129851	0	1	1
gene1631	PA1602	1.04908	1.22596	0.22478	0	1	1
gene1632	PA1603	1.33764	0	-inf	0	1	1
gene1633	PA1604	0.700767	1.50783	1.10546	0	1	1
gene1634	PA1605	0.210207	0.876705	2.06028	0	1	1
gene1635	PA1606	0	1.23651	inf	0	1	1
gene1636	PA1607	0	0	0	0	1	1
gene1637	PA1608	0.904737	0.916827	0.0191512	0	1	1
gene1638	fabB	3.45575	4.43497	0.359927	0	1	1
gene1639	fabA	0	1.9538	inf	0	1	1
gene164	PA0164	0.475891	0.523462	0.137453	0	1	1
gene1640	PA1611	0.821656	0.565329	-0.539445	0	1	1
gene1641	PA1612	0	0.392972	inf	0	1	1
gene1642	PA1613	0.260757	0.715817	1.45688	0	1	1
gene1643	gpsA	5.14565	6.58522	0.355879	0	1	1
gene1644	PA1615	2.42377	0	-inf	0	1	1
gene1645	PA1616	0	1.00118	inf	0	1	1
gene1646	PA1617	0	0	0	0	1	1
gene1647	PA1618	0	0.864043	inf	0	1	1
gene1648	PA1619	0.386468	0.372326	-0.053783	0	1	1
gene1649	PA1620	0	0	0	0	1	1
gene165	PA0165	6.63273	4.91345	-0.432866	0	1	1
gene1650	PA1621	0.281379	0.379383	0.431139	0	1	1
gene1651	PA1622	0	0	0	0	1	1
gene1652	PA1623	3.80152	1.79206	-1.08496	0	1	1
gene1653	PA1624	0.283978	0.595881	1.06925	0	1	1
gene1654	PA1625	0.563476	1.29301	1.1983	0	1	1
gene1655	PA1626	0	0.342925	inf	0	1	1
gene1656	PA1627	0	0	0	0	1	1
gene1657	PA1628	0	0	0	0	1	1
gene1658	PA1629	0	0	0	0	1	1
gene1659	PA1630	1.8294	1.96498	0.103146	0	1	1
gene166	PA0166	0.442898	0.794235	0.842589	0	1	1
gene1660	PA1631	0	0.234447	inf	0	1	1
gene1661	kdpF	6.03907	3.05802	-0.98173	0	1	1
gene1662	kdpA	0	0.248322	inf	0	1	1
gene1663	kdpB	0	0	0	0	1	1
gene1664	kdpC	0	0	0	0	1	1
gene1665	kdpD	0	0.244735	inf	0	1	1
gene1666	kdpE	0	0.442863	inf	0	1	1
gene1667	PA1638	0.245443	0	-inf	0	1	1
gene1668	PA1639	0.580888	0	-inf	0	1	1
gene1669	PA1640	0.500981	0.607495	0.278117	0	1	1
gene167	PA0167	3.95579	5.07994	0.360847	0	1	1
gene1670	PA1641	0	0	0	0	1	1
gene1671	selD	0.210207	0.28089	0.418194	0	1	1
gene1672	PA1643	0.193658	0.648993	1.74469	0	1	1
gene1673	PA1643a	0	0	0	0	1	1
gene1674	PA1644	1.75177	1.92181	0.133656	0	1	1
gene1675	PA1645	1.05722	0	-inf	0	1	1
gene1676	PA1646	0.327197	0	-inf	0	1	1
gene1677	PA1647	0	0.0953843	inf	0	1	1
gene1678	PA1648	0	0	0	0	1	1
gene1679	PA1649	0.566163	0	-inf	0	1	1
gene168	PA0168	0	0.55069	inf	0	1	1
gene1680	PA1650	0.60001	1.58906	1.40512	0	1	1
gene1681	PA1651	0.324731	0.449656	0.469576	0	1	1
gene1682	PA1652	0	0	0	0	1	1
gene1683	PA1653	0	0	0	0	1	1
gene1684	PA1654	1.72477	1.74536	0.0171219	0	1	1
gene1685	PA1655	4.5216	2.16173	-1.06465	0	1	1
gene1686	PA1656	19.5494	2.11828	-3.20616	-3.53665	0.0001	0.00130652
gene1687	PA1657	6.91489	0.439142	-3.97695	0	1	1
gene1688	PA1658	22.6564	0.992143	-4.51323	-4.66897	0.0091	0.0463781
gene1689	PA1659	1.4629	0.616636	-1.24634	0	1	1
gene169	PA0169	0	0.706037	inf	0	1	1
gene1690	PA1660	3.54766	0.754625	-2.23304	0	1	1
gene1691	PA1661	0.735699	0	-inf	0	1	1
gene1692	PA1662	0.605722	0.340652	-0.830356	0	1	1
gene1693	PA1663	0.13619	0	-inf	0	1	1
gene1694	PA1664	0	0	0	0	1	1
gene1695	PA1665	0	0	0	0	1	1
gene1696	PA1666	3.10912	0	-inf	0	1	1
gene1697	PA1667	0.688833	0.66198	-0.0573683	0	1	1
gene1698	PA1668	1.2011	0	-inf	0	1	1
gene1699	PA1669	0.744333	0.143479	-2.37511	0	1	1
gene17	fmt	1.68226	1.78221	0.0832669	0	1	1
gene170	PA0170	1.60368	0	-inf	0	1	1
gene1700	stp1	0	0	0	0	1	1
gene1701	stk1	0	0	0	0	1	1
gene1702	PA1672	1.18762	0	-inf	0	1	1
gene1703	PA1673	88.1136	64.2424	-0.45584	-0.855851	0.13525	0.298953
gene1704	folE2	7.33259	11.6601	0.66919	0.659256	0.2023	0.371811
gene1705	PA1675	0	0.381924	inf	0	1	1
gene1706	PA1676	0	0	0	0	1	1
gene1707	PA1677	3.4066	1.43303	-1.24926	0	1	1
gene1708	PA1678	0.448801	0.397775	-0.174122	0	1	1
gene1709	PA1679	0.964304	0.379369	-1.34589	0	1	1
gene171	PA0171	2.73952	3.9232	0.518105	0	1	1
gene1710	PA1680	0.223175	0.298705	0.420544	0	1	1
gene1711	aroC	0.394775	0.674513	0.772817	0	1	1
gene1712	PA1682	0	0.633072	inf	0	1	1
gene1713	PA1683	0	1.91367	inf	0	1	1
gene1714	PA1684	2.31957	1.66573	-0.477702	0	1	1
gene1715	masA	0.436554	0	-inf	0	1	1
gene1716	alkA	0	0	0	0	1	1
gene1717	speE	0.746414	0.643379	-0.214307	0	1	1
gene1718	PA1688	2.89379	4.8065	0.732027	0	1	1
gene1719	PA1689	0.92596	1.19755	0.371069	0	1	1
gene172	PA0172	0.378073	0.340335	-0.151709	0	1	1
gene1720	pscU	0	0	0	0	1	1
gene1721	pscT	0	0.239457	inf	0	1	1
gene1722	PA1692	0	1.35737	inf	0	1	1
gene1723	pscR	2.48376	3.95329	0.670526	0	1	1
gene1724	pscQ	0	0.499118	inf	0	1	1
gene1725	pscP	0	0.245711	inf	0	1	1
gene1726	pscO	0	0	0	0	1	1
gene1727	PA1697	0	0.12843	inf	0	1	1
gene1728	popN	0	0.331787	inf	0	1	1
gene1729	PA1699	0	0	0	0	1	1
gene173	PA0173	0.206675	0.276047	0.417555	0	1	1
gene1730	PA1700	0	0	0	0	1	1
gene1731	PA1701	0	0	0	0	1	1
gene1732	PA1702	0	0	0	0	1	1
gene1733	pcrD	0.528686	0.716977	0.439516	0	1	1
gene1734	pcrR	0	0	0	0	1	1
gene1735	pcrG	0	0	0	0	1	1
gene1736	pcrV	1.54315	2.63111	0.769795	0	1	1
gene1737	pcrH	14.458	6.21846	-1.21724	-0.822892	0.194	0.364356
gene1738	popB	14.9865	12.2901	-0.286161	-0.443723	0.42955	0.577538
gene1739	popD	1.78917	0.661238	-1.43605	0	1	1
gene174	PA0174	0	0	0	0	1	1
gene1740	exsC	0	1.41386	inf	0	1	1
gene1741	PA1711	0	0	0	0	1	1
gene1742	exsB	0	1.96192	inf	0	1	1
gene1743	exsA	1.53228	3.37249	1.13813	0	1	1
gene1744	exsD	0.547722	1.41043	1.36462	0	1	1
gene1745	pscB	0	0	0	0	1	1
gene1746	pscC	0.60326	0.759711	0.33267	0	1	1
gene1747	pscD	0.609651	0.989672	0.698967	0	1	1
gene1748	pscE	34.6787	0	-inf	-nan	0.182	0.347244
gene1749	pscF	3.62265	16.213	2.16203	1.38225	0.2434	0.409926
gene175	PA0175	0	1.14631	inf	0	1	1
gene1750	pscG	0	0	0	0	1	1
gene1751	pscH	0	0.562049	inf	0	1	1
gene1752	pscI	0.997492	0	-inf	0	1	1
gene1753	pscJ	0.312873	1.24826	1.99627	0	1	1
gene1754	pscK	0	0	0	0	1	1
gene1755	pscL	2.48174	1.45278	-0.77254	0	1	1
gene1756	bglX	0.205265	0.356246	0.795387	0	1	1
gene1757	mucR	0.133903	0.122116	-0.132938	0	1	1
gene1758	PA1728	0	0	0	0	1	1
gene1759	PA1729	0.703151	0	-inf	0	1	1
gene176	aer2	0.919967	0.563197	-0.707942	0	1	1
gene1760	PA1730	0.878361	0.194785	-2.17293	0	1	1
gene1761	PA1731	0	0.188978	inf	0	1	1
gene1762	PA1732	0.286625	0.60157	1.06957	0	1	1
gene1763	PA1733	0	0	0	0	1	1
gene1764	PA1734	0	0	0	0	1	1
gene1765	PA1735	0.352496	0	-inf	0	1	1
gene1766	PA1736	0.741982	0	-inf	0	1	1
gene1767	PA1737	0.256001	0.122228	-1.06657	0	1	1
gene1768	PA1738	0	1.34515	inf	0	1	1
gene1769	PA1739	0.315517	0.288167	-0.130811	0	1	1
gene177	PA0177	0	0.467908	inf	0	1	1
gene1770	PA1740	0	0	0	0	1	1
gene1771	PA1741	0	0	0	0	1	1
gene1772	PA1742	6.30633	16.1357	1.35538	1.61379	0.0123	0.0543551
gene1773	PA1743	0	0	0	0	1	1
gene1774	PA1744	0	5.96324	inf	0	1	1
gene1775	PA1745	0	0.773947	inf	0	1	1
gene1776	PA1746	2.55523	2.63485	0.0442677	0	1	1
gene1777	PA1747	5.75726	0	-inf	0	1	1
gene1778	PA1748	2.86437	8.37441	1.54777	1.12032	0.0453	0.141886
gene1779	PA1749	0.560165	2.18512	1.96379	0	1	1
gene178	PA0178	0.543841	0.385517	-0.496392	0	1	1
gene1780	PA1750	16.6154	17.1379	0.0446731	0.0789761	0.89265	0.93627
gene1781	PA1751	0	2.37708	inf	0	1	1
gene1782	PA1752	1.22153	0.312704	-1.96582	0	1	1
gene1783	PA1753	2.62372	1.95585	-0.423816	0	1	1
gene1784	cysB	63.673	13.7047	-2.21601	-3.32536	5e-05	0.000698837
gene1785	PA1755	0	0	0	0	1	1
gene1786	cysH	1.25518	0.23378	-2.42467	0	1	1
gene1787	thrH	0.750895	0.661898	-0.182003	0	1	1
gene1788	pabB	0.153148	0.193619	0.338297	0	1	1
gene1789	PA1759	0.905396	1.70349	0.911875	0	1	1
gene179	PA0179	2.59881	1.91333	-0.441765	0	1	1
gene1790	PA1760	1.03275	1.16146	0.169455	0	1	1
gene1791	PA1761	0	0	0	0	1	1
gene1792	PA1762	0.305112	0	-inf	0	1	1
gene1793	PA1763	0.295582	0.456935	0.628429	0	1	1
gene1794	PA1764	0.176952	0.434289	1.2953	0	1	1
gene1795	PA1765	0.179002	0.982869	2.45702	0	1	1
gene1796	PA1766	12.6449	8.06838	-0.648203	-0.938269	0.09855	0.244746
gene1797	PA1767	3.02573	1.86132	-0.700958	0	1	1
gene1798	PA1768	2.9889	3.34681	0.163174	0	1	1
gene1799	PA1769	10.7313	8.30972	-0.368955	-0.475406	0.40025	0.555543
gene18	def	6.39053	2.78145	-1.2001	0	1	1
gene180	cttP	0.433851	0.472083	0.121841	0	1	1
gene1800	ppsA	6.09039	6.45896	0.0847682	0	1	1
gene1801	estX	0	0	0	0	1	1
gene1802	PA1772	6.50214	13.3732	1.04036	1.0018	0.0829	0.216621
gene1803	cmaX	3.33028	10.2239	1.61823	1.72921	0.00745	0.0385256
gene1804	crfX	0	2.66443	inf	0	1	1
gene1805	cmpX	78.4729	101.247	0.367607	0.755979	0.1852	0.352232
gene1806	sigX	28.564	36.1479	0.339716	0.541116	0.3468	0.498629
gene1807	oprF	100.312	79.9177	-0.327911	-0.683335	0.2209	0.389328
gene1808	cobA	0	0	0	0	1	1
gene1809	PA1779	0	0.0578755	inf	0	1	1
gene181	PA0181	0.237849	0	-inf	0	1	1
gene1810	nirD	0	0	0	0	1	1
gene1811	nirB	0.0804355	0.543375	2.75604	0	1	1
gene1812	PA1781.1	0	0	0	0	1	1
gene1813	PA1782	0	0.377254	inf	0	1	1
gene1814	nasA	0	0.232719	inf	0	1	1
gene1815	PA1784	0	0.930727	inf	0	1	1
gene1816	PA1785	0	0.601198	inf	0	1	1
gene1817	PA1786	0	0	0	0	1	1
gene1818	acnB	2.3655	1.71492	-0.464008	0	1	1
gene1819	PA1788	0	0.495649	inf	0	1	1
gene182	PA0182	0	0	0	0	1	1
gene1820	PA1789	6.83107	2.33449	-1.54901	0	1	1
gene1821	PA1790	0	0	0	0	1	1
gene1822	PA1791	3.66774	0.860612	-2.09146	0	1	1
gene1823	PA1792	0	0	0	0	1	1
gene1824	ppiB	6.48405	1.45936	-2.15155	0	1	1
gene1825	glnS	3.05447	3.34323	0.13032	0	1	1
gene1826	cysS	5.32062	8.27311	0.636833	0.8955	0.11725	0.275263
gene1827	folD	1.71605	1.91456	0.157921	0	1	1
gene1828	PA1796.1	0	0	0	0	1	1
gene1829	PA1796.2	0	0	0	0	1	1
gene183	atsA	0.230985	0.160084	-0.528969	0	1	1
gene1830	PA1796.3	0	0	0	0	1	1
gene1831	PA1796.4	0	0	0	0	1	1
gene1832	PA1797a	0	0	0	0	1	1
gene1833	PA1797	0	0.372981	inf	0	1	1
gene1834	parS	0.452872	1.52569	1.75229	0	1	1
gene1835	parR	1.09444	1.13648	0.0543862	0	1	1
gene1836	tig	6.74088	4.68233	-0.525712	0	1	1
gene1837	clpP	9.50374	10.7244	0.174326	0.201216	0.7266	0.821969
gene1838	clpX	55.3485	145.186	1.39129	2.83085	5e-05	0.000698837
gene1839	lon	32.829	101.139	1.6233	3.26832	5e-05	0.000698837
gene184	PA0184	0	0	0	0	1	1
gene1840	hupB	12.9853	4.68474	-1.47084	-0.825393	0.29545	0.466051
gene1841	PA1804.1	0	0	0	0	1	1
gene1842	ppiD	5.80747	5.85408	0.0115322	0	1	1
gene1843	fabI	1.26702	0.860627	-0.557979	0	1	1
gene1844	PA1807	0.126915	0.205477	0.695114	0	1	1
gene1845	PA1808	0.213862	0.446111	1.06073	0	1	1
gene1846	PA1809	0.753512	1.52464	1.01677	0	1	1
gene1847	PA1810	3.35684	3.51227	0.0652985	0	1	1
gene1848	PA1811	2.61799	1.77797	-0.558225	0	1	1
gene1849	mltD	2.05187	0.769551	-1.41485	0	1	1
gene185	PA0185	0.126393	0	-inf	0	1	1
gene1850	PA1813	0.71482	0.488403	-0.549509	0	1	1
gene1851	PA1814	0	0.641372	inf	0	1	1
gene1852	rnhA	3.4018	5.30259	0.640399	0	1	1
gene1853	dnaQ	0	0	0	0	1	1
gene1854	PA1817	5.79076	7.00445	0.27452	0.163096	0.7788	0.854122
gene1855	ldcA	1.44527	0.930526	-0.635221	0	1	1
gene1856	PA1819	0	0.319454	inf	0	1	1
gene1857	nhaB	0.439506	0.333211	-0.399445	0	1	1
gene1858	PA1821	1.32292	0.691505	-0.935913	0	1	1
gene1859	fimL	1.16319	0.249304	-2.22211	0	1	1
gene186	PA0186	0	1.4412	inf	0	1	1
gene1860	PA1823	1.57333	1.77141	0.171074	0	1	1
gene1861	PA1824	0	0.242998	inf	0	1	1
gene1862	PA1825	0	0	0	0	1	1
gene1863	PA1826	0.246426	0.330792	0.424767	0	1	1
gene1864	PA1827	0.427686	0	-inf	0	1	1
gene1865	PA1828	1.16464	0	-inf	0	1	1
gene1866	PA1829	1.94171	2.37348	0.289676	0	1	1
gene1867	PA1830	14.0917	0.975208	-3.853	-0.966546	0.10655	0.257175
gene1868	PA1831	0.953441	0.822176	-0.213696	0	1	1
gene1869	PA1832	2.64573	2.33965	-0.177371	0	1	1
gene187	PA0187	0	1.19457	inf	0	1	1
gene1870	PA1833	0	0	0	0	1	1
gene1871	PA1833a	1.24398	0.209895	-2.56722	0	1	1
gene1872	PA1835	0	1.41386	inf	0	1	1
gene1873	PA1836	0	0.562761	inf	0	1	1
gene1874	PA1837	0	0	0	0	1	1
gene1875	cysI	1.73803	0.361237	-2.26644	0	1	1
