Feature ID	Gene length	UK	G1	BC8	C45	C19	G45							
fljB	1518	1508168	837228	544880	1141	1943	3492							
flk	1002	506	646	1033	1422	1424	886							
fmt	948	3015	2932	3102	3600	2639	3183							
fnr	753	16010	16987	20058	13956	19319	19434							
focA	858	8535	7258	14547	26828	27471	9266							
folA	480	527	563	470	1037	636	331							
folB	363	183	239	294	959	362	209							
folC	1269	445	670	870	1846	1445	805							
folD	867	886	942	1268	2054	1203	1475							
folE	669	1509	1431	1653	1967	1688	1913							
folK	480	119	129	145	233	271	137							
folP	849	476	748	803	2112	1038	876							
foxA	2109	747	779	854	583	591	775							
fpr	747	842	870	923	2129	1982	1392							
frdA	1791	16518	15324	39512	48968	63357	17884							
frdB	735	12761	13793	35826	38499	44294	15767							
frdC	396	5705	6670	16182	17935	18268	7602							
frdD	360	3876	4640	10292	12813	15090	5549							
fre	702	1765	1990	2176	2488	1571	1862							
frr	558	5785	4992	5958	10001	8675	6245							
frsA	1245	2198	1729	2065	2216	2273	2309							
fruA	1689	343	310	257	202	109	62							
fruF	1131	38	41	109	162	57	11							
fruK	858	101	112	133	101	90	32							
fruR	1005	2550	2237	3809	4890	5448	4758							
frwB	321	1758	884	1113	2125	2120	1132							
frwC	1080	503	278	370	533	468	293							
frwD	354	1728	1385	763	541	557	680							
fsr	1221	622	555	486	412	443	502							
ftn	498	3057	2180	4396	6282	5637	5879							
ftnB	504	6563	3841	1933	392	1663	2483							
ftsA	1263	6454	7575	9325	11320	7881	7032							
ftsB	312	737	825	1267	2015	1824	1345							
ftsE	669	684	647	947	1554	1186	749							
ftsI	1767	4907	5786	6330	10713	9733	9968							
ftsK	4122	3128	5086	6186	8225	6261	4457							
ftsL	366	1241	1393	2365	3524	2917	2822							
ftsN	975	572	570	785	1554	1324	719							
ftsQ	831	4470	5571	6337	6625	4199	4253							
ftsW	1158	2225	3626	4194	7739	4842	3996							
ftsX	1056	1052	1071	994	1756	1217	1093							
ftsY	1476	3391	2892	4566	6053	4453	3681							
ftsZ	1152	7759	8870	10442	13503	10136	10404							
fucA	648	215	177	300	165	218	238							
fucI	1776	677	506	806	1428	1599	1074							
fucK	1419	331	332	344	800	787	569							
fucO	1149	285	288	347	181	337	334							
fucR	711	1316	1122	1091	1625	1894	1272							
fucU	423	152	153	67	325	316	239							
fumA	1647	9986	11376	11201	14516	14530	16229							
fumB	1647	2268	3627	18302	5173	11086	2594							
fumC	1404	6886	6888	5189	3546	3860	6354							
fur	453	9069	6609	8491	6203	8813	8992							
fusA	2115	37875	40818	46706	157421	133961	94977							
fxsA	516	1969	1085	786	4489	751	1278							
gabD	1449	347	567	141	45	88	44							
gabP	1401	1219	1196	545	180	177	225							
gabT	1284	469	552	189	178	165	130							
galE	1017	1391	960	1211	1961	2356	1279							
galF	894	5530	5625	5637	5692	6302	6742							
galK	1149	1361	1166	1266	1836	1720	1015							
galM	1041	2810	2434	2967	3497	3841	1985							
galP	1395	1933	1767	1456	1298	1062	601							
galR	1029	974	1080	1369	1460	1014	1119							
galS	1023	808	633	719	1777	1312	692							
galT	1047	691	499	406	921	885	431							
galU	909	4939	5467	8473	9454	8077	11096							
gapA	996	64005	40539	69530	224837	164379	50699							
garD	1572	456	271	333	2023	1994	3198							
garK	1146	262	222	247	1193	1266	1898							
garL	771	90	96	107	1845	2260	2519							
garR	891	214	160	259	1824	1727	2790							
gatY	855	78	74	113	148	197	93							
gcd	2391	2318	2473	864	320	333	196							
gcl	1782	93	127	97	231	188	129							
gcp	1014	348	422	377	866	512	396							
gcvA	918	2596	2535	2758	2569	1873	1948							
gcvH	390	3368	5305	8061	10038	6169	11297							
gcvP	2874	9857	17568	28335	32920	27389	35609							
gcvR	573	1299	1264	2051	1984	1664	2431							
gcvT	1095	13680	19547	29060	29124	18569	31264							
gdhA	1344	866	1038	1239	2389	1814	1368							
ggt	1743	2450	2633	1340	247	311	276							
gidA	1890	2068	2252	2737	4793	3197	1867							
gidB	630	999	861	895	1949	2513	1622							
gip	777	85	105	66	160	171	110							
gldA (NC_011294 3573064..3574174)	1110	153	151	165	124	174	155							
gldA (NC_011294 4194998..4196102)	1104	2054	1910	2309	2850	2834	2427							
glgA	1434	6515	7143	5181	4169	5151	4780							
glgB	2187	7850	7683	4256	2902	2469	1868							
glgC	1296	11621	10772	7564	6142	6750	6491							
glgP	2448	22889	24856	23293	19410	19397	23897							
glgS	204	8036	5904	3974	6571	9291	11443							
glgX	1977	4779	5974	3694	3333	2968	2929							
glk	966	1580	1796	2256	3151	1867	1739							
glmM	1338	806	1012	1370	3011	1857	1390							
glmS	1830	8092	8525	15286	13652	13017	13549							
glmU	1371	5986	4322	7831	11101	8501	6787							
glnA	1410	2595	5102	12108	7643	6328	15321							
glnB	339	1195	1205	1663	1941	1679	1765							
glnD	2673	956	1163	1419	2615	1724	1368							
glnE	2844	1363	1374	1805	2691	3027	1924							
glnG	1410	477	673	608	664	528	853							
glnH	747	4962	3131	3686	2224	2997	6501							
glnK	339	8	27	43	10	14	64							
glnL	1050	293	409	455	568	445	536							
glnP	660	758	738	897	654	607	1152							
glnQ	723	1329	1114	1490	1166	930	1843							
glnS	1668	6957	6466	13914	24448	16400	10078							
gloA	408	2471	2367	2132	1784	2190	1738							
gloB	756	2565	1259	1354	1516	4100	2560							
glpA	1629	144	66	79	8535	39	30							
glpB	1260	69	67	34	4882	41	30							
glpC	1191	268	195	206	13959	166	149							
glpD	1509	593	333	219	8341	169	160							
glpE	327	216	182	131	257	182	185							
glpF	846	1838	1141	1471	22690	2436	1404							
glpG	831	527	493	572	1254	700	631							
glpK	1509	3058	2319	3281	40846	5462	2809							
glpQ	1071	6856	3603	3363	100941	9065	4507							
glpR	759	620	571	612	1381	679	541							
glpT	1359	2469	1957	2112	59955	5475	2223							
glpX	1011	340	346	502	1877	955	373							
gltA	1284	19231	17427	13278	9034	11596	74443							
gltB	4461	576	830	995	2810	1356	1075							
gltD	1419	392	457	390	973	539	541							
gltI	927	6473	4139	1238	592	765	2196							
gltJ	741	1103	967	379	356	382	668							
gltK	675	919	1200	475	463	497	809							
gltL	726	1546	1964	445	319	186	662							
gltP	1311	522	573	662	1842	922	592							
gltS	1206	1094	1003	1140	1136	1123	1272							
gltX	1416	3943	3365	6626	6458	6242	4053							
glxK	1149	77	97	86	47	38	123							
glxR	879	150	136	133	184	203	143							
glyA	1254	4238	3919	6251	11797	10731	4643							
glyQ	912	1059	969	1267	3356	2348	1120							
glyS	2070	1712	1960	2778	9118	4404	2254							
gmd	1122	55	51	74	51	54	30							
gmhA	579	3759	2900	5168	6024	4973	4873							
gmk	624	3878	4156	5622	6401	5439	6141							
gnd	1407	6850	6698	12093	11101	12695	11729							
gntK	534	99	86	142	146	202	144							
gntR	996	427	541	518	860	808	681							
gntT	1269	217	265	388	612	237	189							
gntU	1341	167	143	192	297	223	135							
gor	1353	1529	1800	2895	4832	3649	2589							
gph	759	675	839	1092	1931	1358	958							
gpmA	753	10859	11068	12595	15946	17672	11225							
gpmB	648	994	964	1083	1373	1459	1029							
gppA	1482	1559	2208	3377	5854	3716	3486							
gpsA	1020	2474	2979	3434	6113	5179	3398							
gpt	459	726	482	754	1875	1230	611							
greA	477	3835	3552	5788	4791	4189	3607							
greB	474	1669	1062	838	1023	988	1273							
groEL	1647	122405	46313	26634	125874	89714	41647							
groES	294	31335	10167	5289	30731	15541	7731							
grpE	591	5972	3488	6092	17250	11939	6318							
grxA	264	2479	1976	4025	4043	9443	4348							
grxB	648	7261	5890	3416	2165	2873	6336							
grxC	252	2689	2204	2531	4481	3122	1503							
gshA	1557	7869	7469	7400	9949	6102	6063							
gshB	948	1828	1662	1860	2566	1614	1635							
gsk	1305	1315	1481	1917	2483	1935	1371							
gsp	1857	2596	2250	2818	3734	3172	2663							
gst	606	11326	15378	19647	13613	14084	16411							
gtrA	390	237	222	100	158	870	186							
gtrB	255	102	61	41	84	439	42							
gtrC	1923	567	245	146	272	1071	275							
guaA	1578	1093	1818	3023	9364	3049	2244							
guaB	1467	637	1301	1656	4443	1296	872							
guaC	1044	2363	1457	3421	5193	6297	2659							
gudD	1341	387	389	408	2320	3738	5142							
gudP	1359	534	366	482	9008	10945	15969							
gutM	360	338	205	270	242	370	263							
gutQ	966	1056	700	859	1327	1396	509							
gyrA	2637	5585	6733	10517	15418	11730	7689							
gyrB	2415	8065	9088	11793	20375	14289	9981							
hcaT	1140	536	566	454	677	580	432							
hcp	1653	362	326	311	322	320	266							
hcr	972	143	148	161	183	162	113							
hdeB	330	2344	1704	3961	986	6978	3327							
helD	2055	1936	2225	2415	1883	1757	2206							
hemA	1257	1390	1976	2428	2779	3683	1842							
hemB	975	2240	2745	4240	5182	3302	3656							
hemC	957	2144	1976	2210	3470	2168	2671							
hemD	741	421	467	555	896	587	605							
hemE	1065	942	1256	1049	1676	1237	1194							
hemF	900	334	371	377	503	771	430							
hemG	546	1891	1800	1288	1739	1261	1195							
hemH	963	678	680	494	478	475	435							
hemK	834	230	384	575	1160	861	427							
hemL	1281	662	701	762	1361	663	626							
hemN	1374	3360	3870	4313	7945	3486	3226							
hemX	1170	1907	1803	2138	3231	2559	2418							
hemY	1140	936	1106	1382	1830	1402	1295							
hepA	2907	1448	1215	1393	2086	1408	651							
hflB	1935	18299	17828	23842	39412	14994	20135							
hflC	1005	4556	6793	7570	17614	7162	6099							
hflK	1260	4693	6486	6107	16086	6431	5072							
hflX	1281	8636	9395	9476	24044	11979	9127							
hfq	309	12710	9477	9625	29640	17890	11701							
hha	219	6281	2963	2031	1947	7184	5977							
hilA	1662	2191	2891	7165	52	239	559							
hilC	888	2920	2742	6005	395	1909	1644							
hilD	930	13778	16807	23399	468	2021	7397							
hisA	738	170	203	191	450	323	259							
hisB	1068	1157	1168	1462	2517	1706	2075							
hisC	1080	414	408	567	1177	745	618							
hisD	1305	292	362	364	913	455	402							
hisF	777	381	537	541	1095	649	581							
hisG	900	216	249	391	1018	446	330							
hisH	594	218	209	228	549	395	288							
hisI	612	437	540	670	1194	757	939							
hisJ	783	1583	1725	1929	7076	3470	3189							
hisM	708	901	881	921	2437	1097	1107							
hisP	777	796	840	643	1910	657	742							
hisQ	687	449	537	543	1745	730	633							
hisS	1275	1803	2450	3534	6765	4903	3746							
hlpA	486	9523	9629	9542	54607	42446	22409							
hmpA	1191	204	164	202	653	504	180							
hnr	1014	3358	3431	2980	3294	2450	2628							
hns	414	48493	28126	48383	53722	186920	192902							
hofB	1386	142	150	74	106	69	82							
hofC	1203	142	138	283	205	241	209							
hofQ	1239	529	414	310	341	376	374							
holA	1032	427	613	735	1197	966	664							
holB	1005	328	508	549	549	456	405							
holC	444	389	370	362	987	246	219							
holD	438	89	93	160	289	242	98							
holE	231	103	113	122	104	235	104							
hopD	468	1421	958	480	170	233	154							
hpaA	897	123	186	111	48	93	82							
hpaB	1563	167	244	177	219	191	178							
hpaC	513	92	86	81	53	41	107							
hpaD	852	420	306	220	151	155	182							
hpaE	1467	175	140	101	101	66	56							
hpaF	381	74	55	52	17	42	22							
hpaG	1290	103	154	129	85	145	105							
hpaH	804	109	76	55	29	33	38							
hpaI	792	24	29	25	17	18	34							
hpaR	441	320	323	289	373	415	305							
hpaX	1377	398	428	302	275	236	266							
hpt	537	954	1035	1613	2319	1966	1575							
hrpA	3903	5065	5263	6564	9292	7001	7097							
hrpB	2475	587	725	826	1151	861	551							
hscA	1851	848	1116	1523	2192	1883	1345							
hscB	516	771	784	1450	1747	1684	1429							
hscC	1680	1146	859	1421	527	1014	1590							
hsdM	1620	724	766	1156	2078	2299	1105							
hsdR	3267	1874	2120	2683	4104	3370	3390							
hsdS	1305	1623	1211	1230	3993	7019	2346							
hslJ	411	1241	1476	2152	1805	2549	2561							
hslO	885	1219	1289	1044	3967	1100	1299							
hslU	1332	5398	4459	3731	26547	5347	3823							
hslV	531	1223	941	475	6659	741	770							
htgA	714	239	213	122	115	158	103							
htpG	1875	10117	3818	3253	38757	8654	7283							
htrA	1428	2250	2357	3415	34102	19590	2959							
htrB	921	715	919	1415	992	1103	1000							
hupA	273	20081	17770	34739	37111	73442	35336							
hupB	273	26924	20824	38215	51623	95815	33230							
hutC	678	459	562	433	172	296	401							
hutG	942	438	592	428	245	300	396							
hutH	1521	542	858	264	253	256	164							
hutI	1224	738	882	1082	505	747	781							
hyaA	1104	925	819	787	1539	1497	1004							
hyaB	1803	923	1183	983	2006	1855	1281							
hyaC	744	1131	1667	2185	1277	1050	969							
hyaD (NC_011294 1326703..1327300)	597	266	369	569	102	235	112							
hyaD (NC_011294 1617996..1618605)	609	587	1111	2040	544	727	585							
hyaE (NC_011294 1326309..1326714)	405	133	213	389	82	154	60							
hyaE (NC_011294 1618900..1619311)	411	554	659	935	388	392	469							
hyaF (NC_011294 1325464..1326313)	849	132	212	316	77	227	80							
hyaF (NC_011294 1619328..1620390)	1062	1850	2298	3226	1091	1227	1483							
hybA	987	22558	23048	31749	42283	37472	45787							
hybB	1179	12845	16396	25449	41965	38818	39019							
hybC	1704	14024	17989	29785	51083	49316	45186							
hybD	495	4632	6186	9751	18592	12775	14657							
hybE	489	2615	2873	4419	6867	5785	6625							
hybF	342	1016	1243	1927	2670	2794	2793							
hybG	249	2715	2942	5260	6160	6382	8702							
hycA	462	42	31	81	2035	326	52							
hycB	609	6	10	9	359	78	13							
hycC	1827	25	16	39	384	87	4							
hycD	924	21	19	30	261	78	17							
hycE	1710	75	85	82	715	281	77							
hycF	543	31	34	26	166	104	19							
hycG	768	22	53	43	200	48	24							
hycH	411	14	28	36	121	67	30							
hycI	471	72	95	84	272	145	49							
hydG	1326	2165	2281	4541	3894	3706	3516							
hydH	1398	2764	2531	4699	4538	3694	3613							
hydN	546	27	56	83	1135	193	33							
hypA	357	959	857	1159	2788	2038	951							
hypB	873	2409	2134	3369	6244	5675	2441							
hypC	273	456	520	858	1518	1797	628							
hypD	1122	1355	1861	2863	5185	5519	1858							
hypE	1011	649	889	1189	2740	2217	872							
hypF	2241	189	303	298	853	487	213							
hypO	1119	37078	33355	42788	57148	67954	73101							
iacP	249	2512	4199	6495	37	73	676							
iadA	1173	2377	3140	4354	142	4977	2280							
iagB	483	944	999	1555	24	80	143							
iap	1047	1383	1697	4196	3231	2476	4270							
ibpA	420	18229	7339	5899	13004	1684	5300							
ibpB	435	27788	12350	11345	9353	869	5796							
icc	828	6288	5407	6325	8012	11077	9540							
icdA	1251	25398	29440	31969	27367	44947	41003							
iciA	894	206	243	357	586	499	354							
iclR	825	164	138	93	238	262	172							
idi	546	1091	1151	1158	1219	1058	1286							
idnD	1032	592	364	983	212	1059	1615							
idnK	531	1439	1013	1808	566	1389	2656							
idnO	765	369	264	633	147	545	950							
idnR	999	2432	1434	1767	473	1085	1577							
idnT	1221	1887	1375	1610	749	1316	2132							
ihfA	300	14458	12290	10434	9872	8285	6452							
ihfB	285	5745	3982	2778	2126	4161	3305							
ileS	2835	6760	8292	10809	32072	14394	12593							
ilvA	1545	356	689	646	1259	717	672							
ilvB	1689	793	958	1150	1081	638	767							
ilvC	1476	986	1196	1339	4601	2411	717							
ilvD	1851	490	831	1267	1807	1427	1200							
ilvE	930	882	904	1312	2734	1735	1493							
ilvG	1647	403	530	818	500	356	488							
ilvH	492	421	377	504	436	416	443							
ilvI	1662	683	757	1143	1383	1210	1157							
ilvM	261	149	145	168	155	105	164							
ilvN	291	295	277	310	319	250	344							
ilvY	888	84	75	64	108	57	50							
imp	2361	15511	14515	13950	24906	20898	12291							
infA	219	7616	7110	8807	10625	11025	7958							
infB	2679	8887	15205	18211	55673	35081	32602							
infC	435	42526	39391	58843	83117	89934	93005							
invA	2058	7962	22013	94581	95	142	1242							
invB	408	3711	8996	30088	32	50	672							
invC	1296	1953	5478	18100	42	72	376							
invE	1119	5484	15484	49570	283	260	825							
invF	651	9329	23568	52394	44	46	840							
invG	1689	10110	23765	58572	168	189	1237							
invH	444	876	1637	4379	37	74	236							
invI	444	2154	3534	9030	47	51	521							
invJ	1011	3286	5346	10555	56	62	741							
ipk	852	2116	2572	4423	6079	4110	3286							
iraD	381	464	516	637	74	148	645							
iroB	1116	74	90	74	67	76	91							
iroC	3657	184	264	190	186	249	158							
iroD	1245	26	52	42	52	47	22							
iroE	930	98	107	127	123	191	102							
iroN	2181	470	352	435	173	342	446							
iscA	324	3316	2958	4373	5388	4929	6264							
ispA	900	1730	1961	3010	3752	3470	2687							
ispB	972	3311	3733	3662	4652	3891	4410							
ispD	711	498	563	977	1702	1344	679							
ispF	480	381	413	860	1438	1223	714							
ispG	1119	2824	3749	4984	5690	3909	4897							
ispH	951	718	1136	1286	2520	1813	1538							
ivbL	99	185	491	471	314	366	496							
katE	2253	17967	19879	12707	830	1645	588							
katG	2181	6828	5554	6811	17249	12542	8291							
kbl	1197	2697	2260	4206	17171	9032	4898							
kdgK	930	362	270	403	329	528	214							
kdgR	792	7663	4720	6684	4127	8159	9094							
kdgT	954	188	130	132	5323	124	91							
kdpA	1680	39	45	87	267	42	27							
kdpB	2049	86	116	93	370	89	88							
kdpC	585	40	29	44	112	57	38							
kdpD	2685	922	820	496	644	486	337							
kdpE	678	276	274	213	183	181	200							
kdsA	855	2409	2379	5502	15313	7916	3316							
kdsB	747	878	964	1170	1748	1236	1211							
kdtA	1212	771	947	1253	2206	1920	1218							
kduD	762	469	383	392	133	250	247							
kduI	837	279	244	175	137	219	136							
kefB	1806	1185	1351	1555	2258	1463	1555							
kefC	1863	628	655	415	255	263	197							
kgtP	1302	1121	1058	854	716	1265	1147							
kil	222	19	32	29	9	53	18							
ksgA	822	3154	4260	3912	9181	5617	3189							
lamB	1359	831	2115	13920	233066	43001	34897							
lasT	687	308	155	100	284	683	388							
ldcA	915	522	555	567	577	420	524							
ldcC	2142	4103	3982	3867	5086	4131	3577							
ldhA	990	5266	2640	1680	1985	752	1570							
lepA	1800	3204	4148	6216	13445	9032	5062							
lepB	975	1519	1990	3712	9483	5145	2919							
leuA	1572	122	204	275	579	367	421							
leuB	1092	144	156	226	560	352	300							
leuC	1401	47	83	69	255	121	98							
leuD	606	188	152	171	430	302	228							
leuL	87	35	34	40	117	77	167							
leuO	945	117	115	120	27	47	100							
leuS	2583	4794	5636	8507	13637	10025	7225							
lexA	609	4336	4298	4305	9441	3933	4593							
lgt	876	1063	1526	2026	3948	2033	1712							
ligA	2016	890	1005	1013	1373	1018	838							
ligB	1686	216	244	260	254	292	283							
ligT	531	100	137	160	140	134	119							
lipA	966	3092	2476	3128	2460	2378	2514							
lipB	642	1064	910	1445	1309	1146	922							
livF	714	48	61	37	35	17	26							
livG	768	68	156	133	96	82	72							
livH	927	152	155	105	102	87	89							
livJ	1098	146	160	133	271	183	149							
livK	1110	740	560	237	197	285	207							
livM	1278	132	198	158	130	125	125							
lldD	1191	880	1074	202	100	54	191							
lldP	1656	1014	968	252	217	228	258							
lldR	777	339	488	71	63	44	85							
lnt	1539	2237	2657	1988	3351	1963	1976							
lolA	615	5593	5535	6421	6291	5728	7214							
